,sku_id,product_name,failure_reasons,business_name
52,1608,Hot Chocolate (Dark),Missing ondc category,The Bake Master
53,1609,Hot Chocolate (White),Missing ondc category,The Bake Master
54,1610,Coca cola 2025L,Missing ondc category,The Bake Master
55,1611,Sting 250ml,Missing ondc category,The Bake Master
56,1612,Thums up 2025 Ltr,Missing ondc category,The Bake Master
57,1613,Sprite 2025 Ltr,Missing ondc category,The Bake Master
58,1614,7up Nimbooz 600 ml,Missing ondc category,The Bake Master
59,1615,Kinley Water 1 Ltr,Missing ondc category,The Bake Master
60,1616,Bisleri water 500 ml,Missing ondc category,The Bake Master
61,1617,Thums up 750 ml,Missing ondc category,The Bake Master
62,1618,Sprite 750 ml,Missing ondc category,The Bake Master
63,1619,Coca cola 750 ml,Missing ondc category,The Bake Master
64,1620,Minute maid 400 ml,Missing ondc category,The Bake Master
65,1621,AMUL CHACH@12,Missing ondc category,The Bake Master
66,1622,Monster,Missing ondc category,The Bake Master
67,1623,Red bull 250 ml,Missing ondc category,The Bake Master
68,1624,Frooti 160 ml,Missing ondc category,The Bake Master
69,1625,Appy 160 ml,Missing ondc category,The Bake Master
70,1626,Lassi,Missing ondc category,The Bake Master
71,1627,Fanta 300 ml can,Missing ondc category,The Bake Master
72,1628,Diet Coke 300 ml can,Missing ondc category,The Bake Master
73,1629,Limca 300 ml can,Missing ondc category,The Bake Master
74,1630,Thums up 300ml can,Missing ondc category,The Bake Master
75,1631,Coca Cola Zero 300ml can,Missing ondc category,The Bake Master
76,1632,Coca Cola 300ml can,Missing ondc category,The Bake Master
77,1633,Sprite 300 ml,Missing ondc category,The Bake Master
78,1634,Monster Mango,Missing ondc category,The Bake Master
79,1635,Kinlay Soda 750ml,Missing ondc category,The Bake Master
80,1636,bisleri 1 ltr,Missing ondc category,The Bake Master
81,1637,Dew 250 Ml Can,Missing ondc category,The Bake Master
82,1638,BALTIKA,Missing ondc category,The Bake Master
83,1639,Budwiser ,Missing ondc category,The Bake Master
84,1640,Minute made 250ml,Missing ondc category,The Bake Master
85,1641,Mogu Mogu Grape,Missing ondc category,The Bake Master
86,1642,Fruit beer- Mint Beer,Missing ondc category,The Bake Master
87,1643,Mogu Mogu Litchi,Missing ondc category,The Bake Master
88,1644,Mogu Mogu Apple,Missing ondc category,The Bake Master
89,1645,Mogu Mogu Strawberry,Missing ondc category,The Bake Master
90,1646,Mogu Mogu Orange,Missing ondc category,The Bake Master
91,1647,Mogu Mogu Mango,Missing ondc category,The Bake Master
92,1648,Fruit Beer- Malt Beer,Missing ondc category,The Bake Master
93,1649,Fruit Beer- High on cranberry,Missing ondc category,The Bake Master
94,1650,Fruit Beer- Strawberry,Missing ondc category,The Bake Master
95,1651,Mixed Fruit 200ml,Missing ondc category,The Bake Master
96,1652,Mango 250ml,Missing ondc category,The Bake Master
97,1653,Coconut water drink,Missing ondc category,The Bake Master
98,1654,Valencia Orange 1000ML,Missing ondc category,The Bake Master
99,1655,ALMOND MILK CACAO,Missing ondc category,The Bake Master
100,1656,Pineapple Bavarian cake  ,Missing ondc category,The Bake Master
101,1657,Pineapple Bavarian cake(1/2 KG),Missing ondc category,The Bake Master
102,1658,Red velvet cake ,Missing ondc category,The Bake Master
103,1659,Red velvet cake( 1/2 KG) ,Missing ondc category,The Bake Master
104,1660,Florida gateaux with Seasonal fruits ,Missing ondc category,The Bake Master
105,1661,Florida gateaux with Seasonal fruit(1/2KG),Missing ondc category,The Bake Master
106,1662,Chocolate hedgehog cake ,Missing ondc category,The Bake Master
107,1663,Chocolate hedgehog cake(1/2 KG),Missing ondc category,The Bake Master
108,1664,Chocolate truffle cake ,Missing ondc category,The Bake Master
109,1665,Chocolate truffle cake (1/2KG),Missing ondc category,The Bake Master
110,1666,Mango mirror Interment,Missing ondc category,The Bake Master
111,1667,Mango mirror Interment (1/2KG),Missing ondc category,The Bake Master
112,1668,Strawberry pistachio cake,Missing ondc category,The Bake Master
113,1669,Strawberry pistachio cake(1/2KG),Missing ondc category,The Bake Master
114,1670,Classic tiramisu cake,Missing ondc category,The Bake Master
115,1671,Classic tiramisu cake(1/2KG),Missing ondc category,The Bake Master
116,1672,Black forest pastry ,Missing ondc category,The Bake Master
117,1673,Red velvet pastry ,Missing ondc category,The Bake Master
118,1674,Pineapple Pastry,Missing ondc category,The Bake Master
119,1675,Chocolate truffle pastry egg less ,Missing ondc category,The Bake Master
120,1676,Classic   Tiramisu cup  ,Missing ondc category,The Bake Master
121,1677,Butter croissant  ,Missing ondc category,The Bake Master
122,1678,Chocolate croissant ,Missing ondc category,The Bake Master
123,1679,Sugar Doughnut ,Missing ondc category,The Bake Master
124,1680,Chocolate Doughnut,Missing ondc category,The Bake Master
125,1681,Apple pie,Missing ondc category,The Bake Master
126,1682,Walnut Pie,Missing ondc category,The Bake Master
127,1683,Lemon Tart,Missing ondc category,The Bake Master
128,1684,Chocolate Tart,Missing ondc category,The Bake Master
129,1685,Multigrain Bread,Missing ondc category,The Bake Master
130,1686,Whole Wheat Bread,Missing ondc category,The Bake Master
131,1687,Milk Bread,Missing ondc category,The Bake Master
132,1688,Brown Bread,Missing ondc category,The Bake Master
133,1689,Oat Bread,Missing ondc category,The Bake Master
134,1690,JUMBO LARGE,Missing ondc category,The Bake Master
135,1691,Jumbo bread White,Missing ondc category,The Bake Master
136,1692,Garlic bread,Missing ondc category,The Bake Master
137,1693,Chilli Coriander,Missing ondc category,The Bake Master
138,1694,Sub bread,Missing ondc category,The Bake Master
139,1695,Pav Bun pack of 6 Pieces,Missing ondc category,The Bake Master
140,1696,Burger Bun pack of 4 Pieces,Missing ondc category,The Bake Master
141,1697,Fruit Bun pack of 2 Pieces,Missing ondc category,The Bake Master
142,1698,Plain Croissant,Missing ondc category,The Bake Master
143,1699,Multigran Croissant,Missing ondc category,The Bake Master
144,1700,Chocolate Croissant,Missing ondc category,The Bake Master
145,1701,Pizza base set of 2,Missing ondc category,The Bake Master
146,1702,Kulcha 2 Pieces,Missing ondc category,The Bake Master
147,1703,Multigran Burger,Missing ondc category,The Bake Master
148,1704,Garlic Loaf,Missing ondc category,The Bake Master
149,1705,Olive Loaf,Missing ondc category,The Bake Master
150,1706,Oats loaf,Missing ondc category,The Bake Master
151,1707,Vanilla Tea Dry Cake,Missing ondc category,The Bake Master
152,1708,Marble Tea Dry Cake,Missing ondc category,The Bake Master
153,1709,Chocolate Dry Cake,Missing ondc category,The Bake Master
154,1710,Cinnamon Walnut Dry Cake,Missing ondc category,The Bake Master
155,1711,Blue Berry Muffin,Missing ondc category,The Bake Master
156,1712,Blue Berry Cup Cakes,Missing ondc category,The Bake Master
157,1713,Apple Pie,Missing ondc category,The Bake Master
158,1714,Chocolate Walnut Brownie,Missing ondc category,The Bake Master
159,1715,Walnut Pai,Missing ondc category,The Bake Master
160,1716,Choco Lava Cup Cake,Missing ondc category,The Bake Master
161,1717,Donuts,Missing ondc category,The Bake Master
162,1718,Vanilla Muffin,Missing ondc category,The Bake Master
163,1719,creamroll,Missing ondc category,The Bake Master
164,1720,Ajwain Cookies,Missing ondc category,The Bake Master
165,1721,Jeera Cookies,Missing ondc category,The Bake Master
166,1722,Choco Chip Cookies,Missing ondc category,The Bake Master
167,1723,French Heart Cookies,Missing ondc category,The Bake Master
168,1724,Dark Magic Cookies,Missing ondc category,The Bake Master
169,1725,Coconut Cookies,Missing ondc category,The Bake Master
170,1726,Garlic Rusk,Missing ondc category,The Bake Master
171,1727,Oats and Raisins Cookies,Missing ondc category,The Bake Master
172,1728,Suji rusk,Missing ondc category,The Bake Master
173,1729,Nutty buddy cookies,Missing ondc category,The Bake Master
174,1730,Paneer  tikka  masala sandwich,Missing ondc category,The Bake Master
175,1731,Chicken kathi   roll,Missing ondc category,The Bake Master
176,1732,Paneer   kathi   roll,Missing ondc category,The Bake Master
177,1733,Chicken jalapeno burger ,Missing ondc category,The Bake Master
178,1734,Veg cheese burger ,Missing ondc category,The Bake Master
179,1735,Baked samosa ,Missing ondc category,The Bake Master
180,1736,Camembert cheese and potato puff ,Missing ondc category,The Bake Master
181,1737,Chicken patty,Missing ondc category,The Bake Master
182,1738,Aloo Patty (,Missing ondc category,The Bake Master
183,1739,Paneer Patty ,Missing ondc category,The Bake Master
184,1740,Caesar Salad Veg ,Missing ondc category,The Bake Master
185,1741,Caesar Salad Non Veg ,Missing ondc category,The Bake Master
186,1742,Penne Arrabiata,Missing ondc category,The Bake Master
187,1743,Penne Alfredo,Missing ondc category,The Bake Master
188,1744,Spaghetti Aglio e olio,Missing ondc category,The Bake Master
189,1745,White Kimchi  ,Missing ondc category,The Bake Master
190,1746,Red Kimchi  ,Missing ondc category,The Bake Master
191,1747,Bibimbap- on order veg,Missing ondc category,The Bake Master
192,1748,Bibimbap- on order Tenderlion,Missing ondc category,The Bake Master
193,1749,Cornitos- Cheese n Herb,Missing ondc category,The Bake Master
194,1750,Cornitos- Sea salt,Missing ondc category,The Bake Master
195,1751,Cornitos- Tomato Mexican,Missing ondc category,The Bake Master
196,4,Kingfisher Beer,Missing ondc category,Damon Liquor Shop
197,5,Kingfisher Beer,Missing ondc category,Damon Liquor Shop
198,3,Corona Beer,Missing ondc category,Damon Liquor Shop
199,10238,Tangy Tomato,Missing ondc category,Poorva
200,10235,Creamy Tomato,Missing ondc category,Poorva
201,10239,Mexican Crunchy Pizza,Missing ondc category,Poorva
202,10241,Dettol-Extra-22,Missing ondc category,Poorva
203,10242,Dettol-Extra-222,Missing ondc category,Poorva
204,10243,Dettol-Extra-2222,Missing ondc category,Poorva
205,10285,Cadbury Oreo Chocolately Biscuits,Missing ondc category,Vaishnavi's Store
206,10286,Choco Lava Cup Cake,Missing ondc category,Vaishnavi's Store
207,10287,Veg Singapore Fried Rice,Missing ondc category,Vaishnavi's Store
208,10314,Finger Chips,Missing ondc category,Vaishnavi's Store
209,3634,Product @888,Missing ondc category,Sathiv 
210,3635,Product @888,Missing ondc category,Sathiv 
211,3953,Product @888,Missing ondc category,Sathiv 
212,3636,Product @888,Missing ondc category,Sathiv 
213,3632,Product @837,Missing ondc category,Sathiv 
214,66,hand bag black,Missing ondc category,Chic & Cool
215,15495,Amul Lassi,Missing ondc category,cp pizza
216,15496,Amul Lassi,Missing ondc category,cp pizza
217,13713,Lord of the BBQ,Missing ondc category,cp pizza
218,15639,Premium Chocolate Flavour,Missing ondc category,cp pizza
219,14289,Premium Chocolate Flavour,Missing ondc category,cp pizza
220,13717,Barbeque Pizza,Missing ondc category,cp pizza
221,13716,Barbeque Pizza,Missing ondc category,cp pizza
222,13715,Barbeque Pizza,Missing ondc category,cp pizza
223,13714,Barbeque Pizza,Missing ondc category,cp pizza
224,13699,Regular Pizza,Missing ondc category,cp pizza
225,13702,Mushroom Pizza,Missing ondc category,cp pizza
226,13707,Mexican Crunchy Pizza,Missing ondc category,cp pizza
227,13706,Italian Delite Pizza,Missing ondc category,cp pizza
228,13705,American Corn Pizza,Missing ondc category,cp pizza
229,13712,Babycorn Manchurian Pizza,Missing ondc category,cp pizza
230,13711,Mushroom Manchurian Pizza,Missing ondc category,cp pizza
231,13710,Paneer Manchurian Pizza,Missing ondc category,cp pizza
232,13708,Mixed Pizza,Missing ondc category,cp pizza
233,13704,Hawaiian Pizza,Missing ondc category,cp pizza
234,13703,Mexican Spice Pizza,Missing ondc category,cp pizza
235,13701,Margharita Pizza,Missing ondc category,cp pizza
236,13700,Paneer Pizza,Missing ondc category,cp pizza
237,2,Cheddar Cheese,Missing ondc category,Damon SuperMarket
238,1,Milk,Missing ondc category,Damon SuperMarket
239,8,Dettol-Extra,Missing ondc category,Damon SuperMarket
240,9,Yogurt,Missing ondc category,Damon SuperMarket
241,1525,Chicken - Skinless,Missing ondc category,Century Farm - Manipal
242,1526,Chicken - Skinless,Missing ondc category,Century Farm - Manipal
243,1527,Chicken - With Skin,Missing ondc category,Century Farm - Manipal
244,1528,Chicken - With Skin,Missing ondc category,Century Farm - Manipal
245,1529,Chicken Breast Boneless ,Missing ondc category,Century Farm - Manipal
246,1530,Chicken Breast Boneless ,Missing ondc category,Century Farm - Manipal
247,1531,Chicken Liver ,Missing ondc category,Century Farm - Manipal
248,1532,Chicken Gizzard,Missing ondc category,Century Farm - Manipal
249,1533,Chicken Back & Neck ,Missing ondc category,Century Farm - Manipal
250,1534,Chicken Drumstick (skinless),Missing ondc category,Century Farm - Manipal
251,1535,Chicken Drumstick - With skin,Missing ondc category,Century Farm - Manipal
252,1536,Eggs,Missing ondc category,Century Farm - Manipal
253,1537,Eggs,Missing ondc category,Century Farm - Manipal
254,1538,Eggs,Missing ondc category,Century Farm - Manipal
255,4156,beans test,Missing ondc category,Century Farm - Manipal
256,4155,Yellow Peas,Missing ondc category,Century Farm - Manipal
257,8060,Watermelon,Missing ondc category,Century Farm - Manipal
258,8061,Tomato,Missing ondc category,Century Farm - Manipal
259,8062,Tindora (Thondekai),Missing ondc category,Century Farm - Manipal
260,8402,Paneer Pulav,Missing ondc category,udupi store
261,8407,Paneer Pulav,Missing ondc category,udupi store
262,8423,Gobi Manchurian,Missing ondc category,udupi store
263,8424,veg biriyani,Missing ondc category,udupi store
264,9070,Tangy Tomato,Missing ondc category,Arihant's Pizza House
265,9072,Tomato Cheese Sandwich,Missing ondc category,Arihant's Pizza House
266,9074,Corn Spinach Grilled Sandwich,Missing ondc category,Arihant's Pizza House
267,9059,Mexican Crunchy Pizza,Missing ondc category,Arihant's Pizza House
268,9073,Veg Cheese Grilled Sandwich,Missing ondc category,Arihant's Pizza House
269,9071,Veg Sandwich,Missing ondc category,Arihant's Pizza House
270,9057,Babycorn Pizza,Missing ondc category,Arihant's Pizza House
271,9055,Mushroom Manchurian Pizza,Missing ondc category,Arihant's Pizza House
272,9064,Mushroom Pizza,Missing ondc category,Arihant's Pizza House
273,9056,Paneer Manchurian Pizza,Missing ondc category,Arihant's Pizza House
274,9058,Mixed Pizza,Missing ondc category,Arihant's Pizza House
275,9060,Italian Delite Pizza,Missing ondc category,Arihant's Pizza House
276,9061,American Corn Pizza,Missing ondc category,Arihant's Pizza House
277,9063,Mexican Spice Pizza,Missing ondc category,Arihant's Pizza House
278,9065,Paneer Pizza,Missing ondc category,Arihant's Pizza House
279,9068,Creamy Cheese,Missing ondc category,Arihant's Pizza House
280,9067,Creamy Tomato,Missing ondc category,Arihant's Pizza House
281,9069,Pesto,Missing ondc category,Arihant's Pizza House
282,9062,Hawaiian Pizza,Missing ondc category,Arihant's Pizza House
283,10288,Tangy Tomato,Missing ondc category,Arihant's Pizza House
284,10289,Tangy Tomato,Missing ondc category,Arihant's Pizza House
285,10580,YOYO,Missing ondc category,Arihant's Pizza House
286,10581,YOYO,Missing ondc category,Arihant's Pizza House
287,9210,cake choco,Missing ondc category,heavens inn
288,9444,abc,Missing ondc category,heavens inn
289,9443,choco cake,Missing ondc category,heavens inn
290,9976,Sweet Potato,Missing ondc category,heavens inn
291,9969,Turai,Missing ondc category,heavens inn
292,9970,Turai,Missing ondc category,heavens inn
293,10006,DrumStick each,Missing ondc category,heavens inn
294,10022,Cabbage,Missing ondc category,heavens inn
295,10021,Cabbage,Missing ondc category,heavens inn
296,10020,Cabbage,Missing ondc category,heavens inn
297,10023,Cabbage,Missing ondc category,heavens inn
298,10014,Carrot,Missing ondc category,heavens inn
299,10013,Carrot,Missing ondc category,heavens inn
300,10012,Carrot,Missing ondc category,heavens inn
301,10011,Chilli,Missing ondc category,heavens inn
302,10069,Coconut,Missing ondc category,heavens inn
303,10063,Mango ( banganpali),Missing ondc category,heavens inn
304,10056,Papaya,Missing ondc category,heavens inn
305,10059,Musk Melon,Missing ondc category,heavens inn
306,10065,Litchi,Missing ondc category,heavens inn
307,10054,Pear,Missing ondc category,heavens inn
308,10053,Pineapple Queen,Missing ondc category,heavens inn
309,10064,Litchi,Missing ondc category,heavens inn
310,10042,Beans,Missing ondc category,heavens inn
311,10041,Beans,Missing ondc category,heavens inn
312,10040,Beans,Missing ondc category,heavens inn
313,10072,Banana,Missing ondc category,heavens inn
314,10071,Banana Raw,Missing ondc category,heavens inn
315,10079,Sapota (Chicko),Missing ondc category,heavens inn
316,10078,Sapota (Chicko),Missing ondc category,heavens inn
317,10077,Sapota (Chicko),Missing ondc category,heavens inn
318,10070,Beetroot,Missing ondc category,heavens inn
319,10076,Apple,Missing ondc category,heavens inn
320,10075,Apple,Missing ondc category,heavens inn
321,10074,Apple,Missing ondc category,heavens inn
322,10073,Apple,Missing ondc category,heavens inn
323,10080,Sapota (Chicko),Missing ondc category,heavens inn
324,10254,Sev puri,Missing ondc category,heavens inn
325,10264,Cheese Maggi,Missing ondc category,heavens inn
326,10262,Cheese Sandwich,Missing ondc category,heavens inn
327,10265,Vegetable Maggi,Missing ondc category,heavens inn
328,10261,Cutlet Sandwich,Missing ondc category,heavens inn
329,10253,Bhel puri,Missing ondc category,heavens inn
330,10259,Paneer Cheese Sandwich,Missing ondc category,heavens inn
331,10258,Mexican Spicy Cheese Sandwich,Missing ondc category,heavens inn
332,10252,Channa Chat,Missing ondc category,heavens inn
333,10267,Classic Plain Maggi,Missing ondc category,heavens inn
334,10373,Sweet Corn,Missing ondc category,heavens inn
335,10368,Kiwi 3 piece pack,Missing ondc category,heavens inn
336,10384,Broccoli,Missing ondc category,heavens inn
337,10370,Imli,Missing ondc category,heavens inn
338,10371,Dates (pack),Missing ondc category,heavens inn
339,10372,Avacado,Missing ondc category,heavens inn
340,10374,Lettuce,Missing ondc category,heavens inn
341,10385,Spring Onion,Missing ondc category,heavens inn
342,10386,Spring Onion,Missing ondc category,heavens inn
343,10389,Basale Leaf,Missing ondc category,heavens inn
344,10388,Methi,Missing ondc category,heavens inn
345,10382,Broccoli,Missing ondc category,heavens inn
346,10380,Caspsicum Red,Missing ondc category,heavens inn
347,10379,Caspsicum Red,Missing ondc category,heavens inn
348,10369,Kiwi 12 piece pack,Missing ondc category,heavens inn
349,10376,Caspsicum Yellow,Missing ondc category,heavens inn
350,10375,Caspsicum Yellow,Missing ondc category,heavens inn
351,10366,Coriander (Dhaniya),Missing ondc category,heavens inn
352,10365,Pudina,Missing ondc category,heavens inn
353,10364,Ground Nuts Fresh,Missing ondc category,heavens inn
354,10266,Meri Masala Maggi,Missing ondc category,heavens inn
355,10442,palakifd,Missing ondc category,heavens inn
356,10367,Kiwi 6 piece pack,Missing ondc category,heavens inn
357,10565,very very long product name that not fit on screen,Missing ondc category,heavens inn
358,10986,test prod 2,Missing ondc category,heavens inn
359,10987,test prod 3,Missing ondc category,heavens inn
360,10985,test prod,Missing ondc category,heavens inn
361,11162,Mukhwaas(1 Pkt),Missing ondc category,heavens inn
362,11160,4 Special Choclate Paan,Missing ondc category,heavens inn
363,11182,Rasgulla,Missing ondc category,heavens inn
364,11176,Babycorn Manchurian Pizza,Missing ondc category,heavens inn
365,11962,Dragon Chilli Potato,Missing ondc category,heavens inn
366,11963,tjj,Missing ondc category,heavens inn
367,11965,xx,Missing ondc category,heavens inn
368,11966,ert,Missing ondc category,heavens inn
369,11967,qwe,Missing ondc category,heavens inn
370,11968,rer,Missing ondc category,heavens inn
371,11969,dfg,Missing ondc category,heavens inn
372,11970,azc,Missing ondc category,heavens inn
373,11961,Tomato Soup,Missing ondc category,heavens inn
374,11964,xc,Missing ondc category,heavens inn
375,12018,Chicken Manchurian Gravy,Missing ondc category,heavens inn
376,12038,Chicken Egg Cheese Burger,Missing ondc category,heavens inn
377,12027,Funfoods Sandwich Spread Eggless - Cucumber And Carrot,Missing ondc category,heavens inn
378,12026,Mazelo Apple,Missing ondc category,heavens inn
379,12086,Prawn ghee roast,Missing ondc category,heavens inn
380,10377,Caspsicum Yellow,Missing ondc category,heavens inn
381,12087,Prawn Ghee Roast,Missing ondc category,heavens inn
382,12211,Batter Fried Chicken,Missing ondc category,heavens inn
383,12210,Deep Fried Cottage Cheese,Missing ondc category,heavens inn
384,12208,Prawn Ghee Roast,Missing ondc category,heavens inn
385,12209,Mince Chicken,Missing ondc category,heavens inn
386,12231,cake choco,Missing ondc category,heavens inn
387,12221,Egg Burger,Missing ondc category,heavens inn
388,12246,f,Missing ondc category,heavens inn
389,12222,Sada,Missing ondc category,heavens inn
390,10048,Watermelon,Missing ondc category,heavens inn
391,9971,Turai,Missing ondc category,heavens inn
392,10260,Paneer Sandwich,Missing ondc category,heavens inn
393,10015,Carrot,Missing ondc category,heavens inn
394,12598,"54552659958588813255565225226225953fsdbfjksnf sfmsfiskfsfmsfkmsdfsdfnjfndfjndfjndfjdnfsjfnsdkfjlmsdpflksdf,d.f",Missing ondc category,heavens inn
395,12594,ffdfgdffffffffojdsipfosdpgkoigklgdfogkfklgidfjgidfmgdffgfgkjugnjfdgdjgjndfgjdfngdfjgujdfgnjhdfigdkfjhggdgjgjdfigjdfjgudfhgdfggjj,Missing ondc category,heavens inn
396,12627,"fdggfhgfhnvggfjolspfkofdgk0rgmfppfljomdkvplljg0lkfdjo,gmfofmkmgklmgkgfmgkgkdmgkjdfgnkgjdfkmg",Missing ondc category,heavens inn
397,10055,Peach (Addhoo),Missing ondc category,heavens inn
398,12832,hhu,Missing ondc category,heavens inn
399,11235,Bhola 160,Missing ondc category,heavens inn
400,11190,Choclate Ice Cream,Missing ondc category,Akshaya Ice Cream
401,11189,Vanilla Ice Cream,Missing ondc category,Akshaya Ice Cream
402,11233,Broccoli,Missing ondc category,Akshaya Ice Cream
403,12838,Four pepper tango test,Missing ondc category,Akshaya Ice Cream
404,11188,Mango Ice Cream,Missing ondc category,Akshaya Ice Cream
405,15825,Green Apple,Missing ondc category,Daina Sweets & Departmental Store
406,15823,ButterScotch Shake,Missing ondc category,Daina Sweets & Departmental Store
407,15811,Mint Mojito,Missing ondc category,Daina Sweets & Departmental Store
408,15824,ButterScotch Shake,Missing ondc category,Daina Sweets & Departmental Store
409,15815,Oreo Shake,Missing ondc category,Daina Sweets & Departmental Store
410,15812,Green Apple,Missing ondc category,Daina Sweets & Departmental Store
411,12130,Peri Peri Fries and Cheese,Missing ondc category,Daina Sweets & Departmental Store
412,12132,Plain Fries,Missing ondc category,Daina Sweets & Departmental Store
413,12129,Lemon Chilly Fries and Cheese,Missing ondc category,Daina Sweets & Departmental Store
414,12131,Plain Fries and Cheese,Missing ondc category,Daina Sweets & Departmental Store
415,12558,Prawn ghee roast,Missing ondc category,Daina Sweets & Departmental Store
416,12557,Prawn Ghee Roast,Missing ondc category,Daina Sweets & Departmental Store
417,12556,Prawn Ghee Roast,Missing ondc category,Daina Sweets & Departmental Store
418,12559,Prawn Ghee Roast,Missing ondc category,Daina Sweets & Departmental Store
419,12560,French Fries,Missing ondc category,Daina Sweets & Departmental Store
420,3947,rice,Missing ondc category,Merchant-4
421,8374,puffs,Missing ondc category,Shivanandh bakery
422,8404,Chocolate Role,Missing ondc category,Shivanandh bakery
423,8434,strawberry cake,Missing ondc category,Shivanandh bakery
424,8408,Cream Bun,Missing ondc category,Shivanandh bakery
425,8426,chips,Missing ondc category,Shivanandh bakery
426,8458,Bread,Missing ondc category,Shivanandh bakery
427,8375,Flavored Role,Missing ondc category,Shivanandh bakery
428,8450,spotlight 1,Missing ondc category,Shivanandh bakery
429,8558,cake,Missing ondc category,Shivanandh bakery
430,8660,Egg Spring Roll,Missing ondc category,Shivanandh bakery
431,8619,eggg,Missing ondc category,Shivanandh bakery
432,8691,Russian Salad,Missing ondc category,Shivanandh bakery
433,8679,Veg Cream Soup,Missing ondc category,Shivanandh bakery
434,8694,Onion Salad,Missing ondc category,Shivanandh bakery
435,9340,Honey Cake Strawberry,Missing ondc category,Shivanandh bakery
436,9337,cup cake,Missing ondc category,Shivanandh bakery
437,9339,Honey Cake Strawberry,Missing ondc category,Shivanandh bakery
438,9341,Tata Tea Life,Missing ondc category,Shivanandh bakery
439,9336,Honey Cake Strawberry,Missing ondc category,Shivanandh bakery
440,9342,R-Pure Hing Powder,Missing ondc category,Shivanandh bakery
441,9338,strawberry role,Missing ondc category,Shivanandh bakery
442,9344,Cadbury Dairy Milk Silk Roast Almond,Missing ondc category,Shivanandh bakery
443,9401,Chicken Thigh (Boneless),Missing ondc category,Shivanandh bakery
444,9403,Chicken Thigh (Boneless),Missing ondc category,Shivanandh bakery
445,9409,Chicken Breast Boneless,Missing ondc category,Shivanandh bakery
446,9396,Chicken Gizzard,Missing ondc category,Shivanandh bakery
447,9395,Chicken Gizzard,Missing ondc category,Shivanandh bakery
448,9404,Chicken Tandoori (Skinless),Missing ondc category,Shivanandh bakery
449,9397,Chicken Gizzard,Missing ondc category,Shivanandh bakery
450,9408,Chicken Breast Boneless,Missing ondc category,Shivanandh bakery
451,9407,Chicken Breast Boneless,Missing ondc category,Shivanandh bakery
452,9411,Chicken - With Skin,Missing ondc category,Shivanandh bakery
453,9410,Chicken - With Skin,Missing ondc category,Shivanandh bakery
